n_epoch	LAS_epoch	LAS_chuliu_epoch	LAS_main_epoch	LAS_aux_epoch	acc_head_epoch	acc_deprel_main_epoch	acc_deprel_aux_epoch	acc_pos_epoch	loss_head_epoch	loss_deprel_main_epoch	loss_deprel_aux_epoch
0	0.0001598721023181455	0.000319744204636291	0.0001598721023181455	0.0001598721023181455	0.014468425259792167	0.011191047162270184	0.011191047162270184	0.03301358912869704	5.543528114877096	4.201621718522979	4.201621666187194
1	0.17617905675459633	0.17729816147082333	0.17617905675459633	0.17617905675459633	0.22765787370103918	0.6748201438848921	0.6748201438848921	0.6137490007993606	2.3994852740590167	1.2788606140671708	1.2788606075251974
2	0.2643485211830536	0.27170263788968824	0.2643485211830536	0.2643485211830536	0.3090327737809752	0.7653876898481216	0.7653876898481216	0.7403677058353317	2.0889001837590846	0.8904719548981365	0.8904719628938814
3	0.32118305355715426	0.32941646682653875	0.32118305355715426	0.32118305355715426	0.36594724220623503	0.7892086330935252	0.7892086330935252	0.7815347721822542	1.8991371291439707	0.75466248174993	0.7546624839305878
4	0.3671462829736211	0.3744204636290967	0.3671462829736211	0.3671462829736211	0.4119904076738609	0.8059152677857714	0.8059152677857714	0.8029576338928857	1.7477753729355046	0.679462747239485	0.6794627436050554
5	0.40519584332533976	0.4123101518784972	0.40519584332533976	0.40519584332533976	0.4521982414068745	0.8184652278177458	0.8184652278177458	0.8167066346922462	1.6237279910866806	0.629276066655066	0.6292760644744082
6	0.43709032773780976	0.4454036770583533	0.43709032773780976	0.43709032773780976	0.4864108713029576	0.825259792166267	0.825259792166267	0.8254996003197442	1.5284332153273792	0.5931977477015519	0.5931977538800821
7	0.46402877697841727	0.4702637889688249	0.46402877697841727	0.46402877697841727	0.5128697042366107	0.8331734612310152	0.8331734612310152	0.8372501998401279	1.4488397945718068	0.5669968480744013	0.5669968469840724
8	0.48025579536370905	0.4886490807354117	0.48025579536370905	0.48025579536370905	0.5303756994404476	0.8377298161470823	0.8377298161470823	0.8419664268585132	1.3849052634181045	0.5473183055476445	0.5473183109992887
9	0.5019984012789768	0.5099920063948841	0.5019984012789768	0.5019984012789768	0.5528377298161471	0.8426858513189448	0.8426858513189448	0.8466826538768985	1.3297242616734855	0.5312041629378389	0.5312041571227516
10	0.5132693844924061	0.5224620303756995	0.5132693844924061	0.5132693844924061	0.5645883293365308	0.8479616306954436	0.8479616306954436	0.8508393285371703	1.286104398529704	0.5145676110575839	0.5145676117844697
11	0.5256594724220623	0.5346922462030376	0.5256594724220623	0.5256594724220623	0.5771382893685052	0.8511590727418066	0.8511590727418066	0.8541167066346922	1.2483821096943646	0.5025948838489812	0.5025948816683234
12	0.5365307753796963	0.5458033573141486	0.5365307753796963	0.5365307753796963	0.5880095923261391	0.8553157474020784	0.8553157474020784	0.8581135091926458	1.215858436212307	0.49186672524708075	0.49186672197609416
13	0.5465227817745804	0.5562749800159872	0.5465227817745804	0.5465227817745804	0.5995203836930456	0.8577138289368506	0.8577138289368506	0.8599520383693046	1.1822457924121763	0.4814310201057574	0.4814310208326433
14	0.5557154276578737	0.5630695443645084	0.5557154276578737	0.5557154276578737	0.6081534772182254	0.859392486011191	0.859392486011191	0.8620303756994404	1.1593641166279955	0.4730494829212747	0.47304948364816063
15	0.5650679456434852	0.5737010391686651	0.5650679456434852	0.5650679456434852	0.6190247801758593	0.8597122302158273	0.8597122302158273	0.8635491606714628	1.1334496198630915	0.4685015049649448	0.46850150314773004
16	0.5720223820943245	0.5820143884892086	0.5720223820943245	0.5720223820943245	0.625259792166267	0.8645083932853717	0.8645083932853717	0.8650679456434852	1.1062672199999415	0.45919645577669144	0.45919645305086926
17	0.5832933653077538	0.5927258193445244	0.5832933653077538	0.5832933653077538	0.6358912869704236	0.865947242206235	0.865947242206235	0.8669864108713029	1.0847465850231124	0.4530187100172043	0.4530187078365466
18	0.5908872901678657	0.5995203836930456	0.5908872901678657	0.5908872901678657	0.6442845723421263	0.8677857713828937	0.8677857713828937	0.8677857713828937	1.0614697758744402	0.4462756049342272	0.4462755998460258
19	0.5975219824140687	0.6061550759392486	0.5975219824140687	0.5975219824140687	0.6496402877697842	0.8687450039968025	0.8687450039968025	0.8690647482014389	1.0406720405671654	0.441371883742693	0.4413718844695789
20	0.6	0.6092725819344524	0.6	0.6	0.6524380495603517	0.871462829736211	0.871462829736211	0.8697042366107114	1.029519689519231	0.4346210416860697	0.4346210405957408
21	0.6081534772182254	0.6163868904876099	0.6081534772182254	0.6081534772182254	0.6610711430855316	0.8718625099920064	0.8718625099920064	0.870263788968825	1.0133993665619594	0.43253493218160255	0.4325349296375019
22	0.6111910471622701	0.6201438848920864	0.6111910471622701	0.6111910471622701	0.6636290967226219	0.873621103117506	0.873621103117506	0.8709832134292566	0.9943234847813118	0.4268299704644738	0.4268299740989034
