n_epoch	LAS_epoch	LAS_chuliu_epoch	LAS_main_epoch	LAS_aux_epoch	acc_head_epoch	acc_deprel_main_epoch	acc_deprel_aux_epoch	acc_pos_epoch	loss_head_epoch	loss_deprel_main_epoch	loss_deprel_aux_epoch
0	7.993605115907275e-05	7.993605115907275e-05	7.993605115907275e-05	7.993605115907275e-05	0.015347721822541967	0.003357314148681055	0.003357314148681055	0.02126298960831335	5.544277987829068	4.205793101613114	4.205793113243289
1	0.10311750599520383	0.1314148681055156	0.10311750599520383	0.10311750599520383	0.18992805755395684	0.5329336530775379	0.5329336530775379	0.5223021582733813	2.7876701762036578	1.824105012707594	1.8241050039849631
2	0.13653077537969624	0.16842525979216627	0.13653077537969624	0.13653077537969624	0.20679456434852117	0.6302957633892886	0.6302957633892886	0.5416466826538769	2.65928007625952	1.448227701390662	1.448227726104783
3	0.16514788169464428	0.1991207034372502	0.16514788169464428	0.16514788169464428	0.21854516386890488	0.7149480415667466	0.7149480415667466	0.5754596322941646	2.5863876531763776	1.148619608181279	1.1486196190845677
4	0.18433253397282173	0.21998401278976817	0.18433253397282173	0.18433253397282173	0.23365307753796963	0.7424460431654676	0.7424460431654676	0.6123101518784972	2.5101548767671353	1.0033202084099375	1.0033202142250248
5	0.21326938449240607	0.2490007993605116	0.21326938449240607	0.21326938449240607	0.2645083932853717	0.7566746602717825	0.7566746602717825	0.6444444444444445	2.416873805406617	0.9218242800817257	0.9218242880774707
6	0.22965627498001598	0.26762589928057556	0.22965627498001598	0.22965627498001598	0.28177458033573144	0.7640287769784173	0.7640287769784173	0.6789768185451639	2.3299393377652984	0.8663124238572469	0.866312423130361
7	0.24988009592326138	0.28832933653077536	0.24988009592326138	0.24988009592326138	0.30135891286970423	0.7750599520383693	0.7750599520383693	0.7058353317346123	2.263442526503307	0.814967914325435	0.8149679150523209
8	0.2663469224620304	0.30511590727418064	0.2663469224620304	0.2663469224620304	0.31798561151079136	0.7828936850519584	0.7828936850519584	0.7240607513988809	2.2065990683509082	0.7744615321479192	0.7744615299672615
9	0.2804156674660272	0.3192645883293365	0.2804156674660272	0.2804156674660272	0.3294964028776978	0.7909672262190248	0.7909672262190248	0.7400479616306954	2.1603597228120015	0.7399554772347938	0.7399554794154516
10	0.29464428457234215	0.3343725019984013	0.29464428457234215	0.29464428457234215	0.3435651478816946	0.7980015987210232	0.7980015987210232	0.7543565147881695	2.1272368939911446	0.7092690038971785	0.7092690071681651
11	0.30447641886490806	0.3437250199840128	0.30447641886490806	0.30447641886490806	0.35507593924860115	0.803277378097522	0.803277378097522	0.7639488409272582	2.085725066138477	0.6840346430133029	0.6840346484649472
12	0.31574740207833735	0.35515587529976017	0.31574740207833735	0.31574740207833735	0.3652278177458034	0.8090327737809753	0.8090327737809753	0.7752997601918465	2.0539094674878005	0.6600604631551882	0.6600604704240474
