n_epoch	LAS_epoch	LAS_main_epoch	LAS_aux_epoch	acc_head_epoch	acc_deprel_main_epoch	acc_deprel_aux_epoch	acc_pos_epoch	loss_head_epoch	loss_deprel_main_epoch	loss_deprel_aux_epoch
0	0.3183053557154277	0.3183053557154277	0.3183053557154277	0.3647482014388489	0.7810551558752997	0.7810551558752997	0.8844124700239808	1.8445132091277983	0.8136237521724003	0.813623746357313
1	0.591207034372502	0.591207034372502	0.591207034372502	0.6449240607513989	0.8712230215827338	0.8712230215827338	0.9519584332533972	1.043941525787842	0.44298369401111837	0.44298369164873913
2	0.7172661870503597	0.7172661870503597	0.7172661870503597	0.778017585931255	0.8910471622701839	0.8910471622701839	0.959312549960032	0.7156497014731895	0.36809529636691257	0.3680953000013421
3	0.7804956035171863	0.7804956035171863	0.7804956035171863	0.8364508393285371	0.9106314948041567	0.9106314948041567	0.9653077537969624	0.5897630448793856	0.3131930712701344	0.31319307108841293
4	0.8172661870503597	0.8172661870503597	0.8172661870503597	0.8686650679456435	0.9213429256594724	0.9213429256594724	0.9662669864108713	0.5035643249114112	0.2829337080077427	0.2829337073717175
5	0.8332533972821743	0.8332533972821743	0.8332533972821743	0.8800959232613909	0.9282174260591527	0.9282174260591527	0.9693045563549161	0.4780094764854123	0.26461768123071366	0.26461768159415666
6	0.8427657873701039	0.8427657873701039	0.8427657873701039	0.8919264588329336	0.9303756994404476	0.9303756994404476	0.9689848121502798	0.44961898267927874	0.24892371652148118	0.24892371733922783
7	0.8575539568345324	0.8575539568345324	0.8575539568345324	0.9013589128697043	0.9383693045563549	0.9383693045563549	0.9700239808153477	0.4309912163696093	0.23284873593507743	0.232848735389913
8	0.8638689048760991	0.8638689048760991	0.8638689048760991	0.9081534772182254	0.938449240607514	0.938449240607514	0.9713828936850519	0.42841327852546807	0.23964956525440623	0.2396495638006344
9	0.8632294164668265	0.8632294164668265	0.8632294164668265	0.9072741806554756	0.9386091127098322	0.9386091127098322	0.9715427657873701	0.43134833262131617	0.24848031915906	0.24848032006766738
10	0.8673061550759392	0.8673061550759392	0.8673061550759392	0.9107913669064748	0.9402877697841726	0.9402877697841726	0.9706634692246203	0.4274799700531109	0.2514405174226296	0.25144051605971846
11	0.8701838529176659	0.8701838529176659	0.8701838529176659	0.9123900879296563	0.940687450039968	0.940687450039968	0.9721023181454836	0.42709892917787884	0.2402301429793602	0.24023014211618318
12	0.8733812949640288	0.8733812949640288	0.8733812949640288	0.9137490007993605	0.9434052757793765	0.9434052757793765	0.9731414868105516	0.43895564594010755	0.24953441453597894	0.24953441508114338
13	0.8764988009592326	0.8764988009592326	0.8764988009592326	0.916466826538769	0.9426858513189449	0.9426858513189449	0.9710631494804157	0.45473692714372965	0.2570812642665171	0.25708126535684594
14	0.8745803357314149	0.8745803357314149	0.8745803357314149	0.9165467625899281	0.9413269384492406	0.9413269384492406	0.9734612310151879	0.4517856133142032	0.2730595250046108	0.2730595269581167
15	0.8769784172661871	0.8769784172661871	0.8769784172661871	0.9183053557154277	0.9422062350119904	0.9422062350119904	0.971462829736211	0.4813874709965071	0.26162490094216856	0.2616249005787256
16	0.8786570743405275	0.8786570743405275	0.8786570743405275	0.9171063149480415	0.9446043165467626	0.9446043165467626	0.9733812949640288	0.4867935145654284	0.26359576413907654	0.263595766774038
17	0.8772981614708233	0.8772981614708233	0.8772981614708233	0.9172661870503597	0.9430855315747402	0.9430855315747402	0.9725019984012789	0.49218442728004713	0.2706143677052928	0.2706143695225076
18	0.8788169464428457	0.8788169464428457	0.8788169464428457	0.9176658673061551	0.9445243804956035	0.9445243804956035	0.9739408473221423	0.47412648502305693	0.26818687482396275	0.26818687573257016
19	0.8789768185451639	0.8789768185451639	0.8789768185451639	0.9174260591526778	0.9440447641886491	0.9440447641886491	0.9756195043964828	0.5277968926366601	0.285567827931628	0.2855678273864636
20	0.8792166266986411	0.8792166266986411	0.8792166266986411	0.9195043964828138	0.9432454036770583	0.9432454036770583	0.9739408473221423	0.5175960543920377	0.305301000886574	0.30530100288551026
21	0.8833733013589129	0.8833733013589129	0.8833733013589129	0.9215027977617906	0.9455635491606714	0.9455635491606714	0.9729816147082334	0.5437831968543256	0.3128968932461448	0.312896890565753
22	0.8828137490007993	0.8828137490007993	0.8828137490007993	0.9210231814548361	0.9459632294164668	0.9459632294164668	0.9745803357314149	0.5240541878468697	0.3098143776651563	0.3098143754844985
23	0.8822541966426859	0.8822541966426859	0.8822541966426859	0.920783373301359	0.9442845723421263	0.9442845723421263	0.9749800159872102	0.5594440964788835	0.3228105689603381	0.3228105697326544
24	0.884572342126299	0.884572342126299	0.884572342126299	0.9216626698641087	0.9469224620303757	0.9469224620303757	0.9733812949640288	0.5637389901449064	0.31670665168544143	0.31670665536530135
