n_epoch	LAS_epoch	LAS_main_epoch	LAS_aux_epoch	acc_head_epoch	acc_deprel_main_epoch	acc_deprel_aux_epoch	acc_pos_epoch	loss_head_epoch	loss_deprel_main_epoch	loss_deprel_aux_epoch
0	0.23629096722621903	0.23629096722621903	0.23629096722621903	0.2847322142286171	0.7375699440447642	0.7375699440447642	0.7729816147082335	2.223419832020271	0.9997128277290158	0.9997128299096736
1	0.3334932054356515	0.3334932054356515	0.3334932054356515	0.390087929656275	0.7630695443645084	0.7630695443645084	0.8033573141486811	1.8853395334104213	0.8323326866801192	0.8323326812284749
2	0.41614708233413267	0.41614708233413267	0.41614708233413267	0.4784172661870504	0.7876898481215028	0.7876898481215028	0.8293365307753797	1.6276387775816568	0.726723239189241	0.7267232275590664
3	0.495603517186251	0.495603517186251	0.495603517186251	0.5541167066346923	0.8125499600319744	0.8125499600319744	0.859232613908873	1.3960298310692718	0.625556122965929	0.6255561178777276
4	0.541806554756195	0.541806554756195	0.541806554756195	0.6003197442046363	0.830695443645084	0.830695443645084	0.8800959232613909	1.2370653170637969	0.5611153146842631	0.5611153128670483
5	0.583533173461231	0.583533173461231	0.583533173461231	0.6418864908073542	0.8475619504396483	0.8475619504396483	0.8986410871302958	1.1251041400359898	0.4993920035478545	0.4993920066371197
6	0.6193445243804956	0.6193445243804956	0.6193445243804956	0.6709032773780975	0.8633093525179856	0.8633093525179856	0.9116706634692247	1.0437840931117535	0.4491516664260771	0.44915166579005195
7	0.6569144684252598	0.6569144684252598	0.6569144684252598	0.7096722621902478	0.873621103117506	0.873621103117506	0.9175059952038369	0.964700527943489	0.4201777143085875	0.4201777143085875
8	0.6705835331734612	0.6705835331734612	0.6705835331734612	0.7230215827338129	0.8786570743405275	0.8786570743405275	0.9218225419664269	0.9533547012180816	0.40028464212650205	0.40028464212650205
9	0.6905675459632294	0.6905675459632294	0.6905675459632294	0.7434852118305356	0.8852118305355715	0.8852118305355715	0.9278177458033573	0.8776477568941873	0.3853790220327494	0.38537902166930643
10	0.7072741806554756	0.7072741806554756	0.7072741806554756	0.758273381294964	0.8894484412470024	0.8894484412470024	0.9309352517985612	0.8624279742106432	0.37279448694572215	0.37279448803605103
11	0.7129496402877697	0.7129496402877697	0.7129496402877697	0.7652278177458034	0.8918465227817746	0.8918465227817746	0.9330935251798561	0.8541938411753353	0.37075036146291873	0.3707503585553751
12	0.7139088729016787	0.7139088729016787	0.7139088729016787	0.7649880095923262	0.8941646682653877	0.8941646682653877	0.9342925659472422	0.8678135265846078	0.3789910809477655	0.37899107867624704
13	0.7270183852917665	0.7270183852917665	0.7270183852917665	0.7796163069544364	0.8948840927258194	0.8948840927258194	0.9358113509192646	0.8279577808500063	0.3652111172857808	0.36521111664975564
14	0.7348521183053557	0.7348521183053557	0.7348521183053557	0.7854516386890488	0.8975219824140688	0.8975219824140688	0.9367705835331734	0.8528199501835355	0.3713414586353593	0.3713414628149533
15	0.7379696243005596	0.7379696243005596	0.7379696243005596	0.7880895283772982	0.9023181454836131	0.9023181454836131	0.9363709032773782	0.8336372722122001	0.37090365724956115	0.37090365288824567
16	0.7379696243005596	0.7379696243005596	0.7379696243005596	0.7888089528377298	0.9026378896882494	0.9026378896882494	0.938449240607514	0.8332281757782145	0.36493466749060444	0.3649346713067555
17	0.7484412470023981	0.7484412470023981	0.7484412470023981	0.7971223021582734	0.9043165467625899	0.9043165467625899	0.9375699440447642	0.8628059356677823	0.39209544840382365	0.39209544976673477
