n_epoch	LAS_epoch	LAS_chuliu_epoch	LAS_main_epoch	LAS_aux_epoch	acc_head_epoch	acc_deprel_main_epoch	acc_deprel_aux_epoch	acc_pos_epoch	loss_head_epoch	loss_deprel_main_epoch	loss_deprel_aux_epoch
0	0.0	0.0	0.0	0.0	0.014068745003996802	0.007993605115907274	0.007993605115907274	0.06698641087130296	5.5672484374627835	4.084884556328378	4.084884579588727
1	0.6298960831334932	0.63189448441247	0.6298960831334932	0.6298960831334932	0.6974420463629096	0.8629896083133494	0.8629896083133494	0.8928057553956834	0.929409005656475	0.4981174508972866	0.4981174483531859
2	0.7415667466027178	0.7465227817745803	0.7415667466027178	0.7415667466027178	0.7984812150279776	0.905435651478817	0.905435651478817	0.9095123900879296	0.6497802898832937	0.3439770615318926	0.34397706316738597
3	0.8139088729016787	0.8158273381294964	0.8139088729016787	0.8139088729016787	0.8655475619504397	0.9236610711430855	0.9236610711430855	0.9245403677058354	0.4886773564830059	0.27855754362010376	0.27855754343838224
4	0.8342925659472422	0.8360511590727419	0.8342925659472422	0.8342925659472422	0.8803357314148681	0.9334132693844924	0.9334132693844924	0.9601918465227818	0.45976826696225054	0.2449311998377486	0.24493119847483752
5	0.840607513988809	0.8427657873701039	0.840607513988809	0.840607513988809	0.8844924060751399	0.9344524380495604	0.9344524380495604	0.9583533173461231	0.45815957864610163	0.25276739545529936	0.252767396273046
6	0.8480415667466027	0.8496402877697842	0.8480415667466027	0.8480415667466027	0.890087929656275	0.9378896882494004	0.9378896882494004	0.9607513988808953	0.45282068911644563	0.23063901507454673	0.23063901352991417
7	0.8608313349320543	0.8627498001598721	0.8608313349320543	0.8608313349320543	0.9012789768185452	0.9404476418864908	0.9404476418864908	0.9617905675459633	0.4389072423005795	0.22130887028647633	0.2213088713768052
8	0.8644284572342126	0.865947242206235	0.8644284572342126	0.8644284572342126	0.9037569944044764	0.9413269384492406	0.9413269384492406	0.9717825739408473	0.4780863456984573	0.22800338595378689	0.2280033836822684
9	0.8477218225419664	0.8490007993605115	0.8477218225419664	0.8477218225419664	0.8865707434052758	0.9386890487609912	0.9386890487609912	0.9708233413269385	0.5167763902374157	0.23539042845368385	0.23539043054348086
10	0.8716227018385292	0.872501998401279	0.8716227018385292	0.8716227018385292	0.9077537969624301	0.9455635491606714	0.9455635491606714	0.9737809752198241	0.49343598172886344	0.2163397932379711	0.21633979373770515
11	0.8733812949640288	0.8740207833733014	0.8733812949640288	0.8733812949640288	0.9100719424460432	0.9457234212629896	0.9457234212629896	0.9744204636290967	0.5281343584278281	0.21762760088029431	0.2176276031518128
12	0.8677857713828937	0.8697841726618705	0.8677857713828937	0.8677857713828937	0.9053557154276579	0.9441247002398081	0.9441247002398081	0.9726618705035971	0.5166863652639	0.2222493317932254	0.22224933242925057
13	0.8695443645083932	0.8711430855315747	0.8695443645083932	0.8695443645083932	0.9072741806554756	0.9443645083932853	0.9443645083932853	0.971462829736211	0.5358700345315766	0.24040288232812068	0.24040288514480357
14	0.8728217426059153	0.8752198241406874	0.8728217426059153	0.8728217426059153	0.9095923261390887	0.9453237410071943	0.9453237410071943	0.9725019984012789	0.567230435446041	0.2354620046822763	0.2354620044096941
15	0.8693045563549161	0.8701838529176659	0.8693045563549161	0.8693045563549161	0.9066346922462031	0.9438049560351719	0.9438049560351719	0.9741007194244604	0.5926205554136598	0.24244793790687874	0.24244793690741062
16	0.8656274980015988	0.8666666666666667	0.8656274980015988	0.8656274980015988	0.9029576338928856	0.9434052757793765	0.9434052757793765	0.9731414868105516	0.6274193329395863	0.26521885295103237	0.2652188525875894
