n_epoch	LAS_epoch	LAS_chuliu_epoch	LAS_main_epoch	LAS_aux_epoch	acc_head_epoch	acc_deprel_main_epoch	acc_deprel_aux_epoch	acc_pos_epoch	loss_head_epoch	loss_deprel_main_epoch	loss_deprel_aux_epoch	n_iter
0	0.27150314193569836	0.2720018618878213	0.27150314193569836	0.27150314193569836	0.4420986135585331	0.5194334541343884	0.5194334541343884	0.6099345014462879	4.376447729269663	9.415132579349336	9.41513254528954	0
4999	0.35079961432323703	0.34986867041260766	0.35079961432323703	0.35079961432323703	0.5139807826578449	0.6280879077035608	0.6280879077035608	0.7391694650397314	3.675307160048258	7.326579014460246	7.326578980400448	4999
9999	0.34162316720417596	0.33773315157761746	0.34162316720417596	0.34162316720417596	0.4689297469827443	0.6518269774246102	0.6518269774246102	0.7463842803471091	6.124888726643154	13.515818757102602	13.515818677629744	9999
14999	0.27732154137713205	0.2763573494696944	0.27732154137713205	0.27732154137713205	0.370848156398577	0.647305249858696	0.647305249858696	0.7421950327492769	10.058937862941198	18.309217593783423	18.30921777997698	14999
19999	0.1612860325165409	0.1542707051900123	0.1612860325165409	0.1612860325165409	0.20766698806396913	0.5830036240316521	0.5830036240316521	0.680852478638162	12.339380050840832	10.368589542025612	10.368589616957165	19999
24999	0.1641786082388536	0.15493566512617615	0.1641786082388536	0.1641786082388536	0.21301991555008812	0.5733284569604681	0.5733284569604681	0.6756325431392759	12.428384733200073	10.567335648763747	10.567335660117013	24999
29999	0.11384114107125046	0.11822987664993184	0.11384114107125046	0.11384114107125046	0.1606875685739934	0.5498221232170761	0.5498221232170761	0.6933869734348506	14.335068947928292	9.428181214559645	9.428181180499848	29999
34999	0.11467234099145526	0.11936030854141037	0.11467234099145526	0.11467234099145526	0.16138577650696545	0.5524487149649233	0.5524487149649233	0.6864381421019383	15.246670237041656	10.91765661239624	10.917656650997344	34999
39999	0.14768760182199023	0.13252651527745454	0.14768760182199023	0.14768760182199023	0.18362868637164612	0.541310636034179	0.541310636034179	0.6421850583502344	14.818807281766619	9.069282216117495	9.069282216117495	39999
44999	0.11580277288293381	0.11776440469461714	0.11580277288293381	0.11580277288293381	0.16434484822289458	0.5193337101439638	0.5193337101439638	0.6285866276556837	15.910867030279977	11.75274085090274	11.752740805489676	44999
49999	0.115836020879742	0.11713269275526149	0.115836020879742	0.115836020879742	0.1624497124048276	0.5252186055790139	0.5252186055790139	0.6263590118695349	17.36556603795006	13.162580394744873	13.162580331166586	49999
54999	0.11832962064035642	0.11527080493400273	0.11832962064035642	0.11832962064035642	0.16401236825481263	0.49795524819629616	0.49795524819629616	0.5668450975828706	17.714645826248894	9.959612162907918	9.959612137930733	54999
59999	0.12125544435947734	0.11979253249991688	0.12125544435947734	0.12125544435947734	0.16431160022608637	0.5387505402799482	0.5387505402799482	0.5639192738637497	26.34107694171724	14.12145284016927	14.121452885582334	59999
64999	0.10902018153406258	0.11324267712870299	0.10902018153406258	0.10902018153406258	0.14462878611563654	0.5199986700801277	0.5199986700801277	0.5649167137679955	34.96178556623913	19.62557908921015	19.625579241343907	64999
69999	0.10732453369684476	0.11460584499783888	0.10732453369684476	0.10732453369684476	0.1409382584699272	0.5399142201682349	0.5399142201682349	0.5738936729062074	36.55267636889503	22.65267708642142	22.65267718633016	69999
74999	0.10100741430328823	0.11397413305848322	0.10100741430328823	0.10100741430328823	0.15530139309106628	0.4888120490740433	0.4888120490740433	0.5724640090434552	18.458525186493283	9.700963699249995	9.700963733309791	74999
79999	0.10340127007347807	0.11566978089570104	0.10340127007347807	0.10340127007347807	0.1498819696113309	0.5028759517239086	0.5028759517239086	0.5692389533530605	20.614106868562246	11.397319964000157	11.397319950376238	79999
84999	0.10273631013731423	0.11443960501379792	0.10273631013731423	0.10273631013731423	0.14728862586029193	0.5085281111813014	0.5085281111813014	0.567942281477541	22.90135931968689	12.950939916429066	12.950939943676904	84999
89999	0.10170562223626027	0.11217874123084084	0.10170562223626027	0.10170562223626027	0.14506101007414304	0.5079296472387539	0.5079296472387539	0.5666123616052133	24.861208516075497	15.378620247613815	15.378620270320347	89999
94999	0.11201250124679989	0.10536290188516143	0.11201250124679989	0.11201250124679989	0.1369484988529441	0.49768926422183063	0.49768926422183063	0.5333311168002128	31.57133621034168	13.249179905936831	13.249179953620548	94999
99999	0.08720949562788842	0.09555474282674468	0.08720949562788842	0.08720949562788842	0.16188449645908834	0.4562955081956312	0.4562955081956312	0.5255510855470958	18.067740270069667	10.128838625408354	10.128838566371373	99999
104999	0.08820693553213418	0.09435781494164977	0.08820693553213418	0.08820693553213418	0.15929115270804933	0.4598530438541078	0.4598530438541078	0.5285434052598331	28.617083222525462	14.766424492427282	14.766424387977237	104999
109999	0.08820693553213418	0.0946237989161153	0.08820693553213418	0.08820693553213418	0.1580942248229544	0.46118296372643547	0.46118296372643547	0.5296738371513117	34.96038852873303	18.720642048971992	18.720642080761138	109999
114999	0.07071848921102504	0.07869800844499118	0.07071848921102504	0.07071848921102504	0.11207899724041627	0.43774312597665993	0.43774312597665993	0.5397479801841939	33.34311987786066	30.21695013500395	30.216950280325754	114999
119999	0.07550620075140473	0.08458290388004122	0.07550620075140473	0.07550620075140473	0.11430661302656515	0.4822954416996376	0.4822954416996376	0.541676363999069	37.136263963154384	38.50140642438616	38.50140626998175	119999
124999	0.07989493633008611	0.0889716394587226	0.07989493633008611	0.07989493633008611	0.12391528410413273	0.4670678591614855	0.4670678591614855	0.5356584765767862	43.624527379444665	42.07274852026077	42.072748365856356	124999
