n_epoch	LAS_epoch	LAS_chuliu_epoch	LAS_main_epoch	LAS_aux_epoch	acc_head_epoch	acc_deprel_main_epoch	acc_deprel_aux_epoch	acc_pos_epoch	loss_head_epoch	loss_deprel_main_epoch	loss_deprel_aux_epoch
0	0.3279776179056755	0.3345323741007194	0.3279776179056755	0.3279776179056755	0.5071143085531574	0.5779376498800959	0.5779376498800959	0.6654676258992805	4.401471268839952	7.8606610007402375	7.860660965849713
1	0.7754596322941647	0.7773780975219824	0.7754596322941647	0.7754596322941647	0.8962430055955236	0.8487609912070344	0.8487609912070344	0.9621103117505995	0.39916699581847687	0.6422079645278977	0.642207961983797
2	0.8729816147082334	0.8762589928057554	0.8729816147082334	0.8729816147082334	0.9123101518784972	0.9449240607513989	0.9449240607513989	0.9689048760991207	0.37893165386758926	0.20815315292921008	0.20815315165715972
3	0.8798561151079136	0.881374900079936	0.8798561151079136	0.8798561151079136	0.9166266986410871	0.9486810551558753	0.9486810551558753	0.973701039168665	0.37280376641670376	0.19105894586480246	0.1910589425029551
4	0.8872901678657075	0.8883293365307754	0.8872901678657075	0.8872901678657075	0.9213429256594724	0.9520383693045563	0.9520383693045563	0.9749800159872102	0.39239482974588147	0.19321130595465258	0.19321130695412073
5	0.8891286970423661	0.8907274180655476	0.8891286970423661	0.8891286970423661	0.9229416466826539	0.9525179856115108	0.9525179856115108	0.9745803357314149	0.4264561163783982	0.19186670682960894	0.19186670637530526
6	0.8899280575539569	0.8916866506794564	0.8899280575539569	0.8899280575539569	0.9215027977617906	0.9554756195043965	0.9554756195043965	0.978017585931255	0.44577240925736544	0.19163375796477605	0.19163375973656047
7	0.8893685051958433	0.8908872901678657	0.8893685051958433	0.8893685051958433	0.9221422861710632	0.953796962430056	0.953796962430056	0.9777777777777777	0.464145363149483	0.20870809458059872	0.2087080965341046
8	0.8910471622701839	0.893445243804956	0.8910471622701839	0.8910471622701839	0.9235011990407674	0.9545163868904876	0.9545163868904876	0.9769784172661871	0.5128062132848199	0.22473979230243257	0.2247397942105081
9	0.8929656274980016	0.894564348521183	0.8929656274980016	0.8929656274980016	0.9247002398081535	0.9544364508393285	0.9544364508393285	0.9775379696243005	0.5156394137628945	0.23272520299183158	0.2327251976083328
10	0.8921662669864109	0.8936850519584333	0.8921662669864109	0.8921662669864109	0.9243005595523581	0.9547561950439648	0.9547561950439648	0.9773780975219825	0.5815191563196117	0.25099787094471293	0.2509978698543841
11	0.8936850519584333	0.8952837729816147	0.8936850519584333	0.8936850519584333	0.9268585131894485	0.9544364508393285	0.9544364508393285	0.9789768185451638	0.541745016998725	0.25401200324569534	0.2540120058352264
12	0.894564348521183	0.8963229416466827	0.894564348521183	0.894564348521183	0.9258992805755396	0.9559552358113509	0.9559552358113509	0.9798561151079137	0.5738568024556493	0.26653714144670565	0.2665371453991478
13	0.8959232613908873	0.8964028776978418	0.8959232613908873	0.8959232613908873	0.9271782573940848	0.956115107913669	0.956115107913669	0.981374900079936	0.5770605045666055	0.27221159318393867	0.27221159397897016
14	0.8965627498001598	0.8974420463629097	0.8965627498001598	0.8965627498001598	0.9280575539568345	0.9556354916067147	0.9556354916067147	0.9808952837729816	0.6568009512535887	0.29918888625802426	0.2991888870303405
15	0.8971223021582734	0.8986410871302958	0.8971223021582734	0.8971223021582734	0.9278976818545164	0.9553956834532374	0.9553956834532374	0.9810551558752998	0.6581022050146513	0.31580375407527134	0.3158037490779307
16	0.8973621103117506	0.8981614708233413	0.8973621103117506	0.8973621103117506	0.9286171063149481	0.956115107913669	0.956115107913669	0.9810551558752998	0.657208782984171	0.33076745916793987	0.33076745830476284
17	0.8968824940047961	0.8973621103117506	0.8968824940047961	0.8968824940047961	0.9278976818545164	0.9556354916067147	0.9556354916067147	0.9805755395683453	0.6988065272250934	0.33979496099736267	0.33979496740304477
18	0.9002398081534773	0.9015187849720224	0.9002398081534773	0.9002398081534773	0.9301358912869704	0.9575539568345324	0.9575539568345324	0.9804156674660272	0.7775094821550826	0.32608419007099254	0.3260841934328399
19	0.9007194244604316	0.902238209432454	0.9007194244604316	0.9007194244604316	0.9308553157474021	0.9569144684252598	0.9569144684252598	0.9808153477218226	0.7116378972384221	0.3384233147769076	0.3384233133231358
20	0.8981614708233413	0.8994404476418865	0.8981614708233413	0.8981614708233413	0.928537170263789	0.957154276578737	0.957154276578737	0.9809752198241407	0.714003525038318	0.32292040530592203	0.32292040780459236
21	0.8975219824140688	0.8989608313349321	0.8975219824140688	0.8975219824140688	0.9282174260591527	0.9567545963229417	0.9567545963229417	0.9807354116706635	0.7636861828632835	0.33590638842547266	0.33590638997010525
22	0.8981614708233413	0.8998401278976819	0.8981614708233413	0.8981614708233413	0.9286171063149481	0.9557953637090327	0.9557953637090327	0.9804956035171862	0.7063422489672808	0.3378628033054311	0.3378628058495318
23	0.8964828137490009	0.8975219824140688	0.8964828137490009	0.8964828137490009	0.9265387689848121	0.9565147881694644	0.9565147881694644	0.9796962430055955	0.7156025561427403	0.3294094735529365	0.32940947437068313
24	0.8980815347721822	0.8986410871302958	0.8980815347721822	0.8980815347721822	0.9288569144684252	0.9556354916067147	0.9556354916067147	0.9798561151079137	0.7541197973655582	0.3760180322044506	0.3760180274796922
25	0.8984012789768185	0.8987210231814549	0.8984012789768185	0.8984012789768185	0.9299760191846522	0.953876898481215	0.953876898481215	0.9792166266986411	0.7498644810204008	0.37554369358027856	0.37554369208107635
26	0.8951239008792966	0.8965627498001598	0.8951239008792966	0.8951239008792966	0.9265387689848121	0.9554756195043965	0.9554756195043965	0.9804956035171862	0.8064575760295932	0.3728068985226678	0.37280689756863
27	0.8936850519584333	0.8946442845723421	0.8936850519584333	0.8936850519584333	0.926378896882494	0.953876898481215	0.953876898481215	0.9804156674660272	0.6834545166788214	0.34563572251624086	0.3456357228796838
28	0.8979216626698641	0.8982414068745004	0.8979216626698641	0.8979216626698641	0.929656274980016	0.9562749800159872	0.9562749800159872	0.9800159872102319	0.8122862340348613	0.3555948472377367	0.3555948435124464
29	0.897761790567546	0.8989608313349321	0.897761790567546	0.897761790567546	0.928537170263789	0.9555555555555556	0.9555555555555556	0.9805755395683453	0.7686085364740148	0.39310551732324245	0.3931055195039002
